Date,Station_Id,Station_Name,Air_Temp_Avg_degF,Air_Temp_Max_degF,Air_Temp_Min_degF,Precip_Accum_in_,Precip_Increment_in,Precip_Increment_Snow_in,Precip_MTD_in,Snow_Depth_in,Snow_Density_pct,Snow_Rain_Ratio
3/17/15,538,Idarado,41,56,29,15.5,0.1,0.1,1.2,37,32.2,0
3/18/15,538,Idarado,38,44,33,15.6,0,0,1.3,35,33.4,
3/19/15,538,Idarado,34,42,24,15.6,0,0,1.3,34,34.1,
3/20/15,538,Idarado,34,50,23,15.6,0,0,1.3,33,34.8,
3/21/15,538,Idarado,35,52,24,15.6,0,0,1.3,33,34.8,
3/22/15,538,Idarado,38,53,26,15.6,0,0,1.3,32,35.3,
3/23/15,538,Idarado,40,50,33,15.6,0.1,0.1,1.3,32,34.4,0
3/24/15,538,Idarado,37,47,26,15.7,0,0,1.4,32,34.4,
3/25/15,538,Idarado,28,38,15,15.7,0,0.1,1.4,32,34.4,
3/26/15,538,Idarado,31,48,14,15.7,0.1,0.1,1.4,34,32.6,100
3/27/15,538,Idarado,38,55,26,15.8,0,0,1.5,32,35,
3/28/15,538,Idarado,41,59,29,15.8,0,0,1.5,31,34.8,
3/29/15,538,Idarado,41,58,30,15.8,0,0,1.5,29,36.2,
3/30/15,538,Idarado,40,57,29,15.8,0,0,1.5,28,36.8,
3/31/15,538,Idarado,41,56,31,15.8,0,0,1.5,27,37.4,
4/1/15,538,Idarado,40,51,32,15.8,0,0,1.5,26,37.7,
4/2/15,538,Idarado,37,48,23,15.8,0,0,0,25,38.4,
4/3/15,538,Idarado,29,45,18,15.8,0,0,0,25,37.6,
4/4/15,538,Idarado,35,49,18,15.8,0,0,0,25,37.2,
4/5/15,538,Idarado,40,53,29,15.8,0,0,0,24,37.9,
4/6/15,538,Idarado,39,53,29,15.8,0,0,0,24,36.2,
4/7/15,538,Idarado,39,51,29,15.8,0,0,0,23,36.1,
4/8/15,538,Idarado,35,47,19,15.8,0,0,0,21,38.1,
4/9/15,538,Idarado,31,48,15,15.8,0,0,0,20,38.5,
4/10/15,538,Idarado,38,53,29,15.8,0,0,0,20,37.5,
4/11/15,538,Idarado,37,50,26,15.8,0,0,0,19,37.9,
4/12/15,538,Idarado,37,51,26,15.8,0,0,0,18,39.4,
4/13/15,538,Idarado,39,56,24,15.8,0,0,0,17,38.8,
4/14/15,538,Idarado,41,55,29,15.8,0,0,0,15,40,
4/15/15,538,Idarado,29,39,19,15.8,0,0,0,14,39.3,
4/16/15,538,Idarado,26,38,16,15.8,0.2,0.2,0,14,37.9,50
4/17/15,538,Idarado,25,33,17,16,0.2,0.3,0.2,15,36,150
4/18/15,538,Idarado,26,32,13,16.2,0.5,0.5,0.4,18,31.7,60
4/19/15,538,Idarado,33,45,28,16.7,0,0.1,0.9,20,30,
4/20/15,538,Idarado,36,48,27,16.7,0.1,0.2,0.9,19,32.1,200
4/21/15,538,Idarado,38,53,26,16.8,0,0,1,16,39.4,
4/22/15,538,Idarado,37,51,29,16.8,0,0,1,14,45,
4/23/15,538,Idarado,38,49,28,16.8,0.1,0.1,1,14,42.1,0
4/24/15,538,Idarado,33,42,26,16.9,0.1,0.1,1.1,13,41.5,100
4/25/15,538,Idarado,36,45,28,17,0.5,0.5,1.2,14,39.3,40
4/26/15,538,Idarado,34,41,30,17.5,0.3,0.3,1.7,15,38,100
4/27/15,538,Idarado,37,51,29,17.8,0.1,0.1,2,16,37.5,0
4/28/15,538,Idarado,38,54,29,17.9,0,0,2.1,13,43.1,
4/29/15,538,Idarado,42,58,30,17.9,0,0,2.1,12,40.8,
4/30/15,538,Idarado,44,62,31,17.9,0,0,2.1,10,37,
5/1/15,538,Idarado,43,58,34,17.9,0,0,2.1,8,38.8,
5/2/15,538,Idarado,42,55,33,17.9,0.1,0.1,0,7,41.4,0
5/3/15,538,Idarado,41,55,34,18,0.1,0.1,0.1,7,34.3,0
5/4/15,538,Idarado,40,53,33,18.1,0.3,0.3,0.2,5,40,0
5/5/15,538,Idarado,39,45,36,18.4,0.3,0.3,0.5,4,40,0
5/6/15,538,Idarado,40,51,34,18.7,0.1,0.1,0.8,3,36.7,0
5/17/15,538,Idarado,39,52,31,21.5,0,0,3.6,6,18.3,
11/5/15,538,Idarado,24,35,15,3.9,0,0,0.9,9,11.1,
11/6/15,538,Idarado,23,33,12,3.9,0,0,0.9,6,16.7,
11/7/15,538,Idarado,22,39,11,3.9,0.1,0.2,0.9,5,20,200
11/8/15,538,Idarado,25,42,13,4,0,0,1,5,24,
11/9/15,538,Idarado,32,48,20,4,0.1,0.1,1,4,30,0
11/10/15,538,Idarado,29,40,20,4.1,0.2,0.2,1.1,4,27.5,0
11/11/15,538,Idarado,20,32,11,4.3,0.2,0.2,1.3,7,15.7,50
11/12/15,538,Idarado,21,38,11,4.5,0.1,0.1,1.5,14,8.6,100
11/13/15,538,Idarado,24,39,14,4.6,0,0.2,1.6,8,16.2,
11/14/15,538,Idarado,27,42,18,4.6,0,0,1.6,8,18.8,
11/15/15,538,Idarado,31,42,21,4.6,0.3,0.3,1.6,7,21.4,0
11/16/15,538,Idarado,27,32,22,4.9,1.2,1.2,1.9,11,13.6,75
11/17/15,538,Idarado,20,28,8,6.1,0.5,0.6,3.1,25,9.6,120
11/18/15,538,Idarado,19,33,11,6.6,0.1,0.1,3.6,29,10.3,100
11/19/15,538,Idarado,24,40,11,6.7,0,0.1,3.7,24,12.9,
11/20/15,538,Idarado,30,40,8,6.7,0,0.2,3.7,22,14.5,
11/21/15,538,Idarado,14,36,3,6.7,0,0,3.7,20,17,
11/22/15,538,Idarado,22,40,10,6.7,0,0.1,3.7,19,17.9,
11/23/15,538,Idarado,26,46,16,6.7,0.1,0.1,3.7,17,20.6,0
11/24/15,538,Idarado,30,45,17,6.8,0.1,0.1,3.8,16,21.9,0
11/25/15,538,Idarado,36,44,33,6.9,0,0,3.9,16,21.9,
11/26/15,538,Idarado,30,34,27,6.9,0.1,0.1,3.9,15,23.3,0
11/27/15,538,Idarado,29,36,26,7,0.1,0.1,4,16,21.9,0
11/28/15,538,Idarado,25,33,14,7.1,0,0,4.1,17,20.6,
11/29/15,538,Idarado,19,27,11,7.1,0,0,4.1,16,21.9,
11/30/15,538,Idarado,14,21,9,7.1,0,0.1,4.1,17,20.6,
12/1/15,538,Idarado,10,29,-2,7.1,0,0.2,4.1,17,21.2,
12/2/15,538,Idarado,18,38,5,7.1,0,0,0,17,22.4,
12/3/15,538,Idarado,25,43,13,7.1,0.1,0.2,0,16,23.8,200
12/4/15,538,Idarado,32,46,20,7.2,0.1,0.1,0.1,16,25,0
12/5/15,538,Idarado,21,29,8,7.3,0.1,0.1,0.2,16,25,0
12/6/15,538,Idarado,23,38,11,7.4,0,0,0.3,19,21.1,
12/7/15,538,Idarado,29,46,17,7.4,0,0,0.3,18,21.7,
12/8/15,538,Idarado,31,44,23,7.4,0,0,0.3,17,22.9,
12/9/15,538,Idarado,34,50,22,7.4,0.2,0.2,0.3,17,22.9,0
12/10/15,538,Idarado,38,50,25,7.6,0,0,0.5,16,24.4,
12/11/15,538,Idarado,34,40,28,7.6,0.1,0.1,0.5,16,24.4,0
12/12/15,538,Idarado,23,31,17,7.7,0.4,0.5,0.6,18,21.1,125
12/13/15,538,Idarado,19,34,4,8.1,0,0,1,23,18.7,
12/14/15,538,Idarado,22,29,13,8.1,0.3,0.3,1,21,20.5,100
12/15/15,538,Idarado,12,17,7,8.4,0.1,0.2,1.3,24,19.2,200
12/16/15,538,Idarado,8,22,-4,8.5,0.1,0.1,1.4,24,20,100
12/17/15,538,Idarado,11,21,7,8.6,0,0,1.5,23,21.3,
12/18/15,538,Idarado,20,35,8,8.6,0.1,0.1,1.5,23,21.3,100
12/19/15,538,Idarado,31,44,22,8.7,0.1,0.1,1.6,23,21.7,100
12/20/15,538,Idarado,24,32,17,8.8,0.1,0.1,1.7,22,23.2,100
12/21/15,538,Idarado,24,31,17,8.9,0.3,0.3,1.8,24,21.7,33
12/22/15,538,Idarado,26,29,22,9.2,0.8,0.9,2.1,25,21.2,112
12/23/15,538,Idarado,17,25,-4,10,0.1,0.2,2.9,38,16.3,200
12/24/15,538,Idarado,11,22,-9,10.1,0.5,0.5,3,37,17.3,60
12/25/15,538,Idarado,17,24,4,10.6,0.3,0.4,3.5,36,18.6,133
12/26/15,538,Idarado,2,11,-8,10.9,0,0,3.8,39,18.2,
12/27/15,538,Idarado,14,33,-2,10.9,0.1,0.1,3.8,37,19.2,100
12/28/15,538,Idarado,15,32,7,11,0,0,3.9,35,20.6,
12/29/15,538,Idarado,11,24,1,11,0,0.1,3.9,32,22.5,
12/30/15,538,Idarado,12,23,3,11,0,0.1,3.9,33,22.1,
12/31/15,538,Idarado,11,22,-1,11,0,0.1,3.9,31,23.9,
1/1/16,538,Idarado,14,30,4,11,0.1,0.1,3.9,32,23.4,0
1/2/16,538,Idarado,18,36,4,11.1,0,0,0.1,31,24.2,
1/3/16,538,Idarado,24,40,15,11.1,0.1,0.1,0.1,31,24.2,100
1/4/16,538,Idarado,28,40,17,11.2,0,0,0.2,30,25.3,
1/5/16,538,Idarado,26,37,19,11.2,0.1,0.1,0.2,30,25.3,0
1/6/16,538,Idarado,27,34,20,11.3,0,0,0.3,30,25.3,
1/7/16,538,Idarado,22,30,14,11.3,0,0,0.3,30,25.3,
1/8/16,538,Idarado,18,25,13,11.3,0,0,0.3,30,25.3,
1/9/16,538,Idarado,14,25,-1,11.3,0,0,0.3,29,26.2,
1/10/16,538,Idarado,4,23,-6,11.3,0,0,0.3,31,24.5,
1/11/16,538,Idarado,9,30,-4,11.3,0,0.1,0.3,31,24.5,
1/12/16,538,Idarado,16,34,6,11.3,0,0.2,0.3,30,25.7,
1/13/16,538,Idarado,22,43,10,11.3,0,0,0.3,30,26.3,
1/14/16,538,Idarado,18,28,4,11.3,0,0,0.3,29,27.2,
1/15/16,538,Idarado,19,25,8,11.3,0.4,0.4,0.3,30,26.3,100
1/16/16,538,Idarado,19,29,13,11.7,0.5,0.5,0.7,34,24.4,80
1/17/16,538,Idarado,20,31,8,12.2,0.1,0.1,1.2,43,20.2,100
1/18/16,538,Idarado,24,39,12,12.3,0.2,0.2,1.3,42,21,0
1/19/16,538,Idarado,26,36,21,12.5,0,0,1.5,40,22,
1/20/16,538,Idarado,21,31,10,12.5,0.5,0.5,1.5,39,22.6,40
1/21/16,538,Idarado,11,29,-2,13,0,0,2,44,20.5,
1/22/16,538,Idarado,24,39,13,13,0.1,0.1,2,42,21.4,0
1/23/16,538,Idarado,29,46,18,13.1,0,0,2.1,40,22.5,
1/24/16,538,Idarado,24,31,18,13.1,0.8,0.8,2.1,38,23.7,88
1/25/16,538,Idarado,16,24,-1,13.9,0,0.1,2.9,49,19.8,
1/26/16,538,Idarado,8,29,-5,13.9,0,0.1,2.9,47,20.9,
1/27/16,538,Idarado,22,40,9,13.9,0,0,2.9,45,22,
1/28/16,538,Idarado,24,40,16,13.9,0.1,0.1,2.9,42,23.6,0
1/29/16,538,Idarado,28,42,21,14,0,0.1,3,41,24.1,
1/30/16,538,Idarado,36,44,26,14,0.3,0.3,3,41,24.4,100
1/31/16,538,Idarado,26,30,20,14.3,0.8,0.9,3.3,41,25.1,112
2/1/16,538,Idarado,19,28,10,15.1,0.4,0.6,4.1,51,22,150
2/2/16,538,Idarado,7,15,-3,15.5,0,0.1,0.4,55,21.5,
2/3/16,538,Idarado,-1,12,-12,15.5,0,0,0.4,53,22.5,
2/4/16,538,Idarado,6,24,-11,15.5,0.1,0.1,0.4,51,23.3,0
2/5/16,538,Idarado,12,29,1,15.6,0,0,0.5,50,23.8,
2/6/16,538,Idarado,18,38,5,15.6,0.1,0.2,0.5,49,24.3,200
2/7/16,538,Idarado,23,39,13,15.7,0.1,0.1,0.6,48,25.2,100
2/8/16,538,Idarado,24,44,12,15.8,0,0,0.7,47,26,
2/9/16,538,Idarado,26,47,13,15.8,0,0,0.7,46,26.5,
2/10/16,538,Idarado,29,52,19,15.8,0,0,0.7,45,27.1,
2/11/16,538,Idarado,29,50,18,15.8,0,0,0.7,44,27.7,
2/12/16,538,Idarado,34,54,23,15.8,0.1,0.1,0.7,44,27.7,100
2/13/16,538,Idarado,33,50,21,15.9,0,0.1,0.8,43,28.6,
2/14/16,538,Idarado,28,39,15,15.9,0,0,0.8,42,29.5,
2/15/16,538,Idarado,28,44,16,15.9,0,0,0.8,41,30.2,
2/16/16,538,Idarado,29,48,18,15.9,0,0,0.8,42,29.5,
2/17/16,538,Idarado,37,54,22,15.9,0,0,0.8,41,30.2,
2/18/16,538,Idarado,40,47,32,15.9,0,0,0.8,41,30.2,
2/19/16,538,Idarado,36,48,25,15.9,0,0,0.8,40,31,
2/20/16,538,Idarado,32,48,21,15.9,0,0,0.8,40,31,
2/21/16,538,Idarado,31,47,21,15.9,0,0,0.8,40,31,
2/22/16,538,Idarado,24,32,17,15.9,0.3,0.3,0.8,39,31.8,67
2/23/16,538,Idarado,20,30,7,16.2,0.1,0.1,1.1,43,29.3,0
2/24/16,538,Idarado,17,39,1,16.3,0,0,1.2,44,28.6,
2/25/16,538,Idarado,26,45,11,16.3,0,0,1.2,42,30,
2/26/16,538,Idarado,29,50,17,16.3,0.1,0.1,1.2,42,30,100
2/27/16,538,Idarado,36,49,22,16.4,0.1,0.1,1.3,41,31,100
2/28/16,538,Idarado,33,47,23,16.5,0,0,1.4,40,32,
2/29/16,538,Idarado,34,45,23,16.5,0,0.1,1.4,39,32.8,
3/1/16,538,Idarado,33,46,20,16.5,0,0,1.4,39,33.1,
3/2/16,538,Idarado,34,45,24,16.5,0,0,0,38,33.9,
3/3/16,538,Idarado,33,52,18,16.5,0,0,0,38,33.9,
3/4/16,538,Idarado,35,50,25,16.5,0,0,0,38,33.9,
3/5/16,538,Idarado,38,50,26,16.5,0,0,0,36,35.8,
3/6/16,538,Idarado,35,40,29,16.5,0.4,0.4,0,36,35.8,100
3/7/16,538,Idarado,26,38,14,16.9,0,0,0.4,41,32.4,
3/8/16,538,Idarado,22,40,8,16.9,0,0,0.4,41,32.4,
3/9/16,538,Idarado,25,41,10,16.9,0,0,0.4,40,33.2,
3/10/16,538,Idarado,32,53,16,16.9,0.1,0.1,0.4,40,33.2,0
3/11/16,538,Idarado,40,56,28,17,0,0,0.5,38,34.2,
3/12/16,538,Idarado,33,43,26,17,0,0.1,0.5,36,35.8,
3/13/16,538,Idarado,33,46,22,17,0.1,0.1,0.5,37,35.1,100
3/14/16,538,Idarado,36,44,27,17.1,0.1,0.1,0.6,37,35.4,100
3/15/16,538,Idarado,26,37,17,17.2,0.1,0.2,0.7,38,34.7,200
3/16/16,538,Idarado,27,40,16,17.3,0,0,0.8,38,35.3,
3/17/16,538,Idarado,31,46,18,17.3,0,0,0.8,38,35.3,
3/18/16,538,Idarado,30,45,19,17.3,0,0,0.8,37,36.2,
3/19/16,538,Idarado,27,44,15,17.3,0,0,0.8,37,35.9,
3/20/16,538,Idarado,31,50,15,17.3,0.1,0.1,0.8,37,34.6,100
3/21/16,538,Idarado,40,53,24,17.4,0.1,0.3,0.9,36,35.8,300
3/22/16,538,Idarado,36,48,21,17.5,0.2,0.2,1,34,38.8,100
3/23/16,538,Idarado,21,26,16,17.7,0.6,0.6,1.2,37,36.2,67
3/24/16,538,Idarado,26,42,13,18.3,0,0,1.8,41,33.7,
3/25/16,538,Idarado,27,39,18,18.3,0.2,0.2,1.8,38,36.3,50
3/26/16,538,Idarado,22,29,10,18.5,0.3,0.3,2,39,35.6,67
3/27/16,538,Idarado,26,46,5,18.8,0.1,0.1,2.3,41,34.4,0
3/28/16,538,Idarado,36,47,28,18.9,0.1,0.1,2.4,39,36.2,100
3/29/16,538,Idarado,28,36,15,19,0.6,0.7,2.5,39,36.4,117
3/30/16,538,Idarado,20,35,6,19.6,0.1,0.1,3.1,46,32.4,100
3/31/16,538,Idarado,24,34,13,19.7,0.2,0.2,3.2,44,34.1,0
4/1/16,538,Idarado,24,40,8,19.9,0,0,3.4,43,34.9,
4/2/16,538,Idarado,30,49,13,19.9,0.1,0.1,0,42,35.7,0
4/3/16,538,Idarado,34,53,21,20,0,0,0.1,40,37.5,
4/4/16,538,Idarado,38,55,25,20,0,0,0.1,38,38.2,
4/5/16,538,Idarado,35,49,21,20,0,0,0.1,37,38.1,
4/6/16,538,Idarado,34,52,18,20,0,0,0.1,37,37.8,
4/7/16,538,Idarado,40,58,26,20,0.1,0.1,0.1,35,40,0
4/8/16,538,Idarado,40,54,30,20.1,0,0,0.2,34,40.9,
4/9/16,538,Idarado,38,51,31,20.1,0,0,0.2,33,40.3,
4/10/16,538,Idarado,39,51,30,20.1,0,0,0.2,32,39.7,
4/11/16,538,Idarado,38,52,31,20.1,0,0,0.2,30,40.7,
4/12/16,538,Idarado,38,49,30,20.1,0.1,0.1,0.2,28,41.8,0
4/13/16,538,Idarado,39,54,29,20.2,0,0,0.3,27,41.5,
4/14/16,538,Idarado,41,52,32,20.2,0,0,0.3,26,40,
4/15/16,538,Idarado,33,42,26,20.2,0.8,0.8,0.3,24,41.2,88
4/16/16,538,Idarado,29,38,24,21,0.5,0.5,1.1,32,33.1,100
4/17/16,538,Idarado,28,40,20,21.5,0,0.1,1.6,35,31.7,
4/18/16,538,Idarado,26,33,16,21.5,0.3,0.3,1.6,32,35,67
4/19/16,538,Idarado,29,43,11,21.8,0.1,0.1,1.9,35,32.6,100
4/20/16,538,Idarado,36,44,29,21.9,0.1,0.1,2,31,37.1,0
4/21/16,538,Idarado,38,56,26,22,0,0,2.1,31,37.1,
4/22/16,538,Idarado,45,60,30,22,0,0,2.1,28,40,
4/23/16,538,Idarado,39,49,26,22,0.1,0.1,2.1,26,41.5,100
4/24/16,538,Idarado,38,54,25,22.1,0,0,2.2,26,41.9,
4/25/16,538,Idarado,34,46,26,22.1,0.3,0.3,2.2,25,41.6,0
4/26/16,538,Idarado,30,39,24,22.4,0.2,0.3,2.5,25,40.4,150
4/27/16,538,Idarado,35,45,27,22.6,0.1,0.1,2.7,29,35.9,0
4/28/16,538,Idarado,35,46,29,22.7,0.4,0.4,2.8,25,41.6,50
4/29/16,538,Idarado,31,41,26,23.1,0.1,0.2,3.2,27,39.3,200
4/30/16,538,Idarado,33,46,28,23.2,0.1,0.1,3.3,28,38.6,0
5/1/16,538,Idarado,33,44,25,23.3,0.1,0.1,3.4,27,40,0
5/2/16,538,Idarado,35,49,24,23.4,0,0,0.1,27,40,
5/3/16,538,Idarado,39,55,26,23.4,0,0,0.1,25,42,
5/4/16,538,Idarado,44,61,32,23.4,0,0,0.1,22,42.7,
5/5/16,538,Idarado,47,63,32,23.4,0,0,0.1,19,43.7,
5/6/16,538,Idarado,46,57,33,23.4,0,0,0.1,18,39.4,
5/7/16,538,Idarado,35,44,30,23.4,0.1,0.1,0.1,16,40.6,0
5/8/16,538,Idarado,35,45,26,23.5,0.2,0.2,0.2,16,38.8,0
5/9/16,538,Idarado,38,50,33,23.7,0.5,0.5,0.4,13,44.6,80
5/10/16,538,Idarado,38,48,31,24.2,0.5,0.5,0.9,16,38.8,40
5/11/16,538,Idarado,34,48,25,24.7,0,0,1.4,17,37.6,
5/12/16,538,Idarado,40,59,25,24.7,0,0,1.4,15,40,
5/13/16,538,Idarado,45,63,30,24.7,0.1,0.1,1.4,13,38.5,0
5/14/16,538,Idarado,48,65,35,24.8,0,0,1.5,10,37,
5/15/16,538,Idarado,44,54,35,24.8,0.1,0.1,1.5,7,37.1,0
5/16/16,538,Idarado,37,47,32,24.9,0.4,0.4,1.6,5,32,50
5/17/16,538,Idarado,39,47,32,25.3,0,0,2,7,25.7,
5/18/16,538,Idarado,41,50,33,25.3,0,0,2,5,24,
11/22/16,538,Idarado,27,33,17,1.8,0.2,0.2,1.2,6,18.3,100
11/23/16,538,Idarado,27,39,17,2,0,0.1,1.4,8,16.2,
11/24/16,538,Idarado,20,33,12,2,0,0,1.4,7,20,
11/25/16,538,Idarado,24,41,15,2,0,0,1.4,7,20,
11/26/16,538,Idarado,29,43,17,2,0.4,0.4,1.4,6,23.3,50
11/27/16,538,Idarado,24,31,19,2.4,0.6,0.7,1.8,9,17.8,117
11/28/16,538,Idarado,19,26,12,3,0.1,0.1,2.4,16,14.4,100
11/29/16,538,Idarado,15,25,6,3.1,0.2,0.3,2.5,15,16,150
11/30/16,538,Idarado,6,24,-6,3.3,0,0,2.7,16,16.9,
12/1/16,538,Idarado,16,29,9,3.3,0,0,2.7,15,18,
12/2/16,538,Idarado,17,29,6,3.3,0.1,0.1,0,14,19.3,0
12/3/16,538,Idarado,14,30,4,3.4,0,0,0.1,14,19.3,
12/4/16,538,Idarado,20,36,5,3.4,0.1,0.1,0.1,14,19.3,100
12/5/16,538,Idarado,26,37,8,3.5,0,0,0.2,14,20,
12/6/16,538,Idarado,24,30,12,3.5,0,0,0.2,13,21.5,
12/7/16,538,Idarado,8,20,-6,3.5,0,0.1,0.2,12,23.3,
12/8/16,538,Idarado,21,33,-1,3.5,0.4,0.4,0.2,15,19.3,25
12/9/16,538,Idarado,32,41,27,3.9,0,0,0.6,14,21.4,
12/10/16,538,Idarado,36,47,23,3.9,0,0,0.6,14,21.4,
12/11/16,538,Idarado,29,36,19,3.9,0.8,0.9,0.6,13,23.1,112
12/12/16,538,Idarado,27,36,17,4.7,0.1,0.1,1.4,19,20.5,0
12/13/16,538,Idarado,29,36,22,4.8,0.1,0.1,1.5,19,20.5,0
12/14/16,538,Idarado,35,42,28,4.9,0.1,0.2,1.6,19,20.5,200
12/15/16,538,Idarado,36,47,29,5,0.3,0.3,1.7,19,21.6,67
12/16/16,538,Idarado,33,40,30,5.3,0.5,0.6,2,20,21.5,120
12/17/16,538,Idarado,11,30,-8,5.8,0.5,0.6,2.5,24,20.4,120
12/18/16,538,Idarado,2,21,-8,6.3,0,0,3,30,18.3,
12/19/16,538,Idarado,12,30,-2,6.3,0.1,0.1,3,28,19.6,0
12/20/16,538,Idarado,21,34,10,6.4,0.1,0.1,3.1,27,20.4,0
12/21/16,538,Idarado,27,38,16,6.5,0.1,0.1,3.2,25,22,100
12/22/16,538,Idarado,33,39,28,6.6,0.4,0.4,3.3,24,23.3,100
12/23/16,538,Idarado,29,38,24,7,0.1,0.1,3.7,28,21.4,0
12/24/16,538,Idarado,31,37,23,7.1,0.3,0.3,3.8,28,21.4,100
12/25/16,538,Idarado,16,25,0,7.4,0,0.1,4.1,31,20.3,
12/26/16,538,Idarado,7,26,-5,7.4,0,0,4.1,31,20.6,
12/27/16,538,Idarado,24,41,6,7.4,0.1,0.1,4.1,30,21.3,0
12/28/16,538,Idarado,25,41,13,7.5,0,0,4.2,28,22.9,
12/29/16,538,Idarado,20,36,10,7.5,0,0,4.2,28,22.9,
12/30/16,538,Idarado,28,45,21,7.5,0.1,0.1,4.2,27,23.7,0
12/31/16,538,Idarado,24,32,13,7.6,0,0,4.3,27,23.7,
1/1/17,538,Idarado,22,33,10,7.6,0,0,4.3,26,24.6,
1/2/17,538,Idarado,25,32,17,7.6,0,0,0,26,24.6,
1/3/17,538,Idarado,24,31,15,7.6,0,0,0,26,24.6,
1/4/17,538,Idarado,28,32,23,7.6,1.1,1.1,0,26,24.6,82
1/5/17,538,Idarado,24,33,13,8.7,1,1.1,1.1,33,22.1,110
1/6/17,538,Idarado,4,18,-10,9.7,0,0,2.1,41,20.5,
1/7/17,538,Idarado,21,34,6,9.7,0.2,0.2,2.1,40,21,50
1/8/17,538,Idarado,33,40,27,9.9,0.7,0.7,2.3,37,23,100
1/9/17,538,Idarado,34,40,25,10.6,0.7,0.8,3,39,23.6,114
1/10/17,538,Idarado,28,35,23,11.3,0.2,0.2,3.7,45,22.2,50
1/11/17,538,Idarado,28,33,22,11.5,0.1,0.1,3.9,45,22.4,100
1/12/17,538,Idarado,26,31,20,11.6,0.3,0.3,4,44,23.2,67
1/13/17,538,Idarado,28,35,23,11.9,0.1,0.2,4.3,47,22.1,200
1/14/17,538,Idarado,30,38,26,12,0.4,0.4,4.4,46,23,100
1/15/17,538,Idarado,29,38,25,12.4,0.1,0.1,4.8,49,22.4,100
1/16/17,538,Idarado,24,28,18,12.5,0.1,0.1,4.9,48,23.1,100
1/17/17,538,Idarado,25,34,11,12.6,0,0,5,47,23.8,
1/18/17,538,Idarado,17,34,7,12.6,0,0,5,46,24.3,
1/19/17,538,Idarado,22,37,11,12.6,0,0.1,5,45,24.9,
1/20/17,538,Idarado,23,31,19,12.6,0,0,5,44,25.7,
1/21/17,538,Idarado,22,28,19,12.6,0.4,0.5,5,44,25.7,125
1/22/17,538,Idarado,19,28,4,13,0.2,0.3,5.4,49,24.1,150
1/23/17,538,Idarado,26,34,19,13.2,0.7,0.7,5.6,50,24.2,43
1/24/17,538,Idarado,17,23,11,13.9,0.2,0.3,6.3,52,23.8,150
1/25/17,538,Idarado,10,20,1,14.1,0,0,6.5,53,24,
1/26/17,538,Idarado,5,18,-10,14.1,0,0,6.5,52,24.4,
1/27/17,538,Idarado,-1,22,-15,14.1,0,0,6.5,51,24.9,
1/28/17,538,Idarado,12,29,0,14.1,0.1,0.1,6.5,50,25.4,100
1/29/17,538,Idarado,19,40,7,14.2,0.1,0.1,6.6,49,26.1,0
1/30/17,538,Idarado,23,42,14,14.3,0.1,0.1,6.7,47,27.2,0
1/31/17,538,Idarado,27,46,16,14.4,0,0,6.8,47,27.2,
2/1/17,538,Idarado,31,48,19,14.4,0.1,0.1,6.8,46,27.8,0
2/2/17,538,Idarado,33,43,19,14.5,0,0,0.1,45,28.2,
2/3/17,538,Idarado,32,41,22,14.5,0,0,0.1,44,28.9,
2/4/17,538,Idarado,33,44,24,14.5,0,0,0.1,44,28.9,
2/5/17,538,Idarado,31,47,18,14.5,0,0,0.1,44,28.9,
2/6/17,538,Idarado,32,36,29,14.5,0,0,0.1,42,30.2,
2/7/17,538,Idarado,35,40,30,14.5,0.4,0.4,0.1,43,29.5,100
2/8/17,538,Idarado,35,45,26,14.9,0.1,0.2,0.5,44,29.8,200
2/9/17,538,Idarado,36,53,26,15,0,0,0.6,45,29.6,
2/10/17,538,Idarado,42,51,29,15,0.1,0.1,0.6,44,30.2,0
2/11/17,538,Idarado,37,44,32,15.1,0.2,0.2,0.7,43,30.9,100
2/12/17,538,Idarado,34,39,29,15.3,0.1,0.1,0.9,45,30,100
2/13/17,538,Idarado,30,35,20,15.4,0.1,0.1,1,45,30.2,100
2/14/17,538,Idarado,22,37,13,15.5,0,0,1.1,47,29.1,
2/15/17,538,Idarado,25,44,15,15.5,0,0,1.1,46,29.8,
2/16/17,538,Idarado,28,51,17,15.5,0.1,0.3,1.1,45,30.4,300
2/17/17,538,Idarado,32,47,20,15.6,0.1,0.1,1.2,44,31.8,0
2/18/17,538,Idarado,35,47,26,15.7,0,0,1.3,44,31.8,
2/19/17,538,Idarado,31,38,27,15.7,0.1,0.1,1.3,43,32.6,100
2/20/17,538,Idarado,30,47,14,15.8,0,0,1.4,46,30.7,
2/21/17,538,Idarado,36,50,26,15.8,0,0.1,1.4,44,32,
2/22/17,538,Idarado,38,46,30,15.8,0,0,1.4,43,33,
2/23/17,538,Idarado,19,31,10,15.8,0.3,0.3,1.4,43,33,100
2/24/17,538,Idarado,13,22,5,16.1,0.1,0.2,1.7,48,30.2,200
2/25/17,538,Idarado,13,23,1,16.2,0,0.1,1.8,48,30.6,
2/26/17,538,Idarado,16,28,7,16.2,0.5,0.5,1.8,47,31.5,60
2/27/17,538,Idarado,25,31,17,16.7,0,0.1,2.3,48,31.5,
2/28/17,538,Idarado,21,32,5,16.7,0.4,0.4,2.3,48,31.7,75
3/1/17,538,Idarado,9,31,-10,17.1,0.1,0.1,2.7,53,29.2,0
