Date,Station_Id,Station_Name,Air_Temp_Avg_degF,Air_Temp_Max_degF,Air_Temp_Min_degF,Precip_Accum_in_,Precip_Increment_in,Precip_Increment_Snow_in,Precip_MTD_in,Snow_Depth_in,Snow_Density_pct,Snow_Rain_Ratio,percip_prior_2days,percip_prior_4days,percip_prior_7days,percip_prior_14days,temp_min_prior_2days,temp_min_prior_4days,temp_min_prior_7days,temp_min_prior_14days,temp_max_prior_2days,temp_max_prior_4days,temp_max_prior_7days,temp_max_prior_14days,snow_density_avg_prior_2days,snow_density_avg_prior_4days,snow_density_avg_prior_7days,snow_density_avg_prior_14days
2019-02-22,602,Loveland Basin,16.0,26.0,8.0,14.8,0.2,0.2,1.8,57,25.6,100.0,29.60000000000017,59.20000000000016,103.10000000000014,199.3,-4.0,-7.0,-7.0,-7.0,26.0,26.0,26.0,34.0,25.44999999999996,25.12500000000003,24.7999999999999,25.128571428571433
2019-02-23,602,Loveland Basin,6.0,14.0,-1.0,15.0,0.1,0.1,2.0,59,25.1,0.0,29.800000000000168,59.40000000000016,103.60000000000014,200.8,-1.0,-7.0,-7.0,-7.0,26.0,26.0,26.0,34.0,25.34999999999996,25.20000000000003,24.857142857142758,25.135714285714293
2019-02-24,602,Loveland Basin,13.0,26.0,0.0,15.1,0.0,0.1,2.1,59,25.1,,30.100000000000165,59.700000000000166,104.00000000000013,202.3,-1.0,-4.0,-7.0,-7.0,26.0,26.0,26.0,34.0,25.09999999999996,25.275000000000034,25.014285714285617,25.128571428571437
2019-02-25,602,Loveland Basin,21.0,32.0,8.0,15.1,0.0,0.0,2.1,58,25.7,,30.200000000000166,60.00000000000016,104.40000000000012,203.8,0.0,-1.0,-7.0,-7.0,32.0,32.0,32.0,34.0,25.399999999999956,25.375000000000036,25.1999999999999,25.128571428571437
2019-02-26,602,Loveland Basin,26.0,38.0,17.0,15.1,0.0,0.1,2.1,57,26.1,,30.200000000000166,60.30000000000016,104.70000000000012,205.3,8.0,-1.0,-7.0,-7.0,38.0,38.0,38.0,38.0,25.899999999999956,25.500000000000036,25.385714285714183,25.15714285714287
2019-02-27,602,Loveland Basin,27.0,40.0,22.0,15.1,0.1,0.1,2.1,57,26.3,100.0,30.200000000000166,60.40000000000016,105.00000000000011,206.8,17.0,0.0,-4.0,-7.0,40.0,40.0,40.0,40.0,26.199999999999957,25.800000000000036,25.5999999999999,25.150000000000013
2019-02-28,602,Loveland Basin,25.0,36.0,19.0,15.2,0.2,0.2,2.2,57,26.5,50.0,30.300000000000168,60.500000000000156,105.40000000000012,208.2,19.0,8.0,-1.0,-7.0,40.0,40.0,40.0,40.0,26.399999999999956,26.150000000000034,25.771428571428466,25.235714285714298
2019-03-01,602,Loveland Basin,24.0,30.0,21.0,15.4,0.4,0.5,2.4,58,26.2,125.0,30.60000000000017,60.80000000000015,106.00000000000013,209.1,19.0,17.0,-1.0,-7.0,36.0,40.0,40.0,40.0,26.349999999999955,26.275000000000034,25.85714285714275,25.328571428571443
2019-03-02,602,Loveland Basin,24.0,32.0,12.0,15.8,0.7,0.8,0.4,65,24.2,114.0,31.20000000000017,61.500000000000156,106.80000000000013,210.4,12.0,12.0,0.0,-7.0,32.0,40.0,40.0,40.0,25.199999999999953,25.800000000000036,25.72857142857132,25.292857142857155
2019-03-03,602,Loveland Basin,18.0,28.0,13.0,16.5,0.5,0.5,1.1,71,23.2,100.0,32.30000000000017,62.900000000000155,108.20000000000013,212.20000000000002,12.0,12.0,8.0,-7.0,32.0,36.0,40.0,40.0,23.699999999999953,25.025000000000038,25.45714285714275,25.235714285714298
2019-03-04,602,Loveland Basin,13.0,26.0,6.0,17.0,0.0,0.0,1.6,75,22.7,,33.50000000000017,64.70000000000016,110.10000000000014,214.50000000000003,6.0,6.0,6.0,-7.0,28.0,32.0,40.0,40.0,22.949999999999953,24.07500000000004,25.028571428571322,25.114285714285728
2019-03-05,602,Loveland Basin,19.0,31.0,6.0,17.0,0.1,0.2,1.6,72,23.6,200.0,34.00000000000017,66.30000000000015,112.00000000000014,216.70000000000002,6.0,6.0,6.0,-7.0,31.0,32.0,40.0,40.0,23.149999999999956,23.42500000000004,24.671428571428464,25.028571428571443
2019-03-06,602,Loveland Basin,30.0,35.0,25.0,17.1,0.8,1.0,1.7,70,24.6,125.0,34.10000000000017,67.60000000000016,114.00000000000014,219.0,6.0,6.0,6.0,-4.0,35.0,35.0,36.0,40.0,24.09999999999996,23.52500000000004,24.42857142857132,25.01428571428573
2019-03-07,602,Loveland Basin,24.0,33.0,18.0,17.9,0.6,0.6,2.5,79,23.0,83.0,35.00000000000017,69.00000000000017,116.70000000000013,222.1,18.0,6.0,6.0,-1.0,35.0,35.0,35.0,40.0,23.799999999999958,23.47500000000004,23.92857142857132,24.850000000000016
2019-03-08,602,Loveland Basin,23.0,32.0,14.0,18.5,0.4,0.5,3.1,81,23.1,125.0,36.40000000000017,70.50000000000017,119.80000000000013,225.79999999999998,14.0,6.0,6.0,-1.0,33.0,35.0,35.0,40.0,23.049999999999958,23.57500000000004,23.485714285714177,24.671428571428585
2019-03-09,602,Loveland Basin,15.0,27.0,7.0,18.9,0.0,0.1,3.5,85,22.6,,37.40000000000017,72.40000000000018,122.90000000000012,229.7,7.0,7.0,6.0,0.0,32.0,35.0,35.0,40.0,22.84999999999996,23.32500000000004,23.25714285714275,24.492857142857158
2019-03-10,602,Loveland Basin,20.0,33.0,12.0,18.9,0.0,0.0,3.5,83,23.3,,37.80000000000017,74.20000000000017,125.30000000000013,233.5,7.0,7.0,6.0,6.0,33.0,33.0,35.0,40.0,22.94999999999996,23.00000000000004,23.271428571428466,24.364285714285728
2019-03-11,602,Loveland Basin,23.0,36.0,11.0,18.9,0.3,0.3,3.5,80,24.1,33.0,37.80000000000017,75.20000000000017,127.20000000000013,237.3,11.0,7.0,6.0,6.0,36.0,36.0,36.0,40.0,23.69999999999996,23.27500000000004,23.47142857142847,24.250000000000018
2019-03-12,602,Loveland Basin,30.0,42.0,20.0,19.2,0.0,0.2,3.8,78,24.9,,38.100000000000165,75.90000000000018,129.40000000000012,241.4,11.0,7.0,7.0,6.0,42.0,42.0,42.0,42.0,24.499999999999957,23.725000000000044,23.657142857142755,24.16428571428573
2019-03-13,602,Loveland Basin,18.0,28.0,6.0,19.2,0.6,0.8,3.8,78,25.1,133.0,38.40000000000016,76.20000000000017,131.5000000000001,245.5,6.0,6.0,6.0,6.0,42.0,42.0,42.0,42.0,24.999999999999957,24.350000000000044,23.728571428571325,24.078571428571443
2019-03-14,602,Loveland Basin,9.0,19.0,3.0,19.8,0.0,0.1,4.4,86,23.7,,39.00000000000016,77.10000000000018,133.40000000000012,250.10000000000002,3.0,3.0,3.0,3.0,28.0,42.0,42.0,42.0,24.399999999999956,24.450000000000045,23.828571428571326,23.87857142857144
2019-03-15,602,Loveland Basin,14.0,30.0,0.0,19.8,0.1,0.1,4.4,84,24.4,0.0,39.600000000000165,78.00000000000018,134.70000000000013,254.50000000000003,0.0,0.0,0.0,0.0,30.0,42.0,42.0,42.0,24.049999999999955,24.52500000000005,24.014285714285613,23.75000000000001
2019-03-16,602,Loveland Basin,20.0,35.0,8.0,19.9,0.0,0.1,4.5,82,25.0,,39.70000000000016,78.70000000000019,135.70000000000013,258.6,0.0,0.0,0.0,0.0,35.0,35.0,42.0,42.0,24.699999999999953,24.550000000000047,24.357142857142755,23.80714285714287
2019-03-17,602,Loveland Basin,23.0,39.0,11.0,19.9,0.0,0.0,4.5,80,25.8,,39.80000000000015,79.40000000000018,136.70000000000013,262.0,8.0,0.0,0.0,0.0,39.0,39.0,42.0,42.0,25.399999999999956,24.725000000000048,24.714285714285612,23.992857142857158
2019-03-18,602,Loveland Basin,26.0,39.0,18.0,19.9,0.0,0.0,4.5,79,26.1,,39.80000000000015,79.50000000000017,137.70000000000013,264.9,11.0,0.0,0.0,0.0,39.0,39.0,42.0,42.0,25.949999999999957,25.325000000000045,24.999999999999897,24.2357142857143
2019-03-19,602,Loveland Basin,16.0,27.0,4.0,19.9,0.0,0.0,4.5,78,26.4,,39.80000000000015,79.60000000000016,138.40000000000012,267.79999999999995,4.0,4.0,0.0,0.0,39.0,39.0,39.0,42.0,26.249999999999957,25.825000000000045,25.214285714285612,24.4357142857143
2019-03-20,602,Loveland Basin,23.0,42.0,6.0,19.9,0.0,0.1,4.5,77,26.8,,39.80000000000015,79.60000000000016,139.1000000000001,270.59999999999997,4.0,4.0,0.0,0.0,42.0,42.0,42.0,42.0,26.59999999999996,26.275000000000045,25.45714285714276,24.592857142857156
2019-03-21,602,Loveland Basin,27.0,38.0,16.0,19.9,0.0,0.1,4.5,76,27.2,,39.80000000000015,79.60000000000016,139.2000000000001,272.59999999999997,6.0,4.0,0.0,0.0,42.0,42.0,42.0,42.0,26.999999999999957,26.625000000000046,25.95714285714276,24.892857142857157
2019-03-22,602,Loveland Basin,24.0,37.0,18.0,19.9,0.1,0.2,4.5,75,27.7,200.0,39.80000000000015,79.60000000000016,139.3000000000001,273.99999999999994,16.0,4.0,4.0,0.0,38.0,42.0,42.0,42.0,27.449999999999957,27.025000000000045,26.428571428571328,25.221428571428582
2019-03-23,602,Loveland Basin,22.0,31.0,15.0,20.0,0.1,0.1,4.6,77,27.3,100.0,39.900000000000155,79.70000000000016,139.4000000000001,275.0999999999999,15.0,6.0,4.0,0.0,37.0,42.0,42.0,42.0,27.499999999999957,27.250000000000046,26.757142857142757,25.557142857142868
2019-03-24,602,Loveland Basin,24.0,37.0,13.0,20.1,0.1,0.2,4.7,77,27.4,200.0,40.10000000000016,79.90000000000016,139.60000000000008,276.29999999999995,13.0,13.0,4.0,0.0,37.0,38.0,42.0,42.0,27.34999999999996,27.40000000000005,26.985714285714185,25.850000000000005
2019-03-25,602,Loveland Basin,26.0,38.0,16.0,20.2,0.4,0.4,4.8,78,27.3,0.0,40.30000000000015,80.20000000000016,139.90000000000006,277.59999999999997,13.0,13.0,4.0,0.0,38.0,38.0,42.0,42.0,27.34999999999996,27.425000000000047,27.15714285714276,26.078571428571433
2019-03-26,602,Loveland Basin,34.0,49.0,22.0,20.6,0.0,0.0,5.2,76,28.0,,40.80000000000015,80.90000000000016,140.60000000000005,279.0,16.0,13.0,6.0,0.0,49.0,49.0,49.0,49.0,27.64999999999996,27.500000000000046,27.385714285714187,26.300000000000008
2019-03-27,602,Loveland Basin,38.0,49.0,31.0,20.6,0.0,0.0,5.2,74,28.8,,41.20000000000016,81.50000000000017,141.30000000000004,280.40000000000003,22.0,13.0,13.0,0.0,49.0,49.0,49.0,49.0,28.39999999999996,27.875000000000046,27.67142857142847,26.56428571428572
2019-03-28,602,Loveland Basin,36.0,48.0,25.0,20.6,0.0,0.0,5.2,73,29.2,,41.20000000000016,82.00000000000017,142.00000000000003,281.20000000000005,25.0,16.0,13.0,0.0,49.0,49.0,49.0,49.0,28.999999999999957,28.32500000000005,27.95714285714276,26.957142857142863
2019-03-29,602,Loveland Basin,23.0,36.0,11.0,20.6,0.1,0.1,5.2,72,29.6,100.0,41.20000000000016,82.40000000000018,142.70000000000002,282.00000000000006,11.0,11.0,11.0,4.0,48.0,49.0,49.0,49.0,29.399999999999956,28.90000000000005,28.228571428571332,27.32857142857144
2019-03-30,602,Loveland Basin,19.0,32.0,9.0,20.7,0.0,0.0,5.3,75,28.5,,41.30000000000015,82.50000000000017,143.4,282.80000000000007,9.0,9.0,9.0,4.0,36.0,49.0,49.0,49.0,29.049999999999955,29.02500000000005,28.3999999999999,27.57857142857144
2019-03-31,602,Loveland Basin,18.0,37.0,8.0,20.7,0.0,0.0,5.3,74,28.9,,41.40000000000015,82.60000000000016,144.0,283.6000000000001,8.0,8.0,8.0,4.0,37.0,48.0,49.0,49.0,28.699999999999953,29.050000000000047,28.614285714285614,27.800000000000008
2019-04-01,602,Loveland Basin,23.0,34.0,11.0,20.7,0.0,0.1,5.3,72,29.7,,41.40000000000015,82.70000000000016,144.5,284.4000000000001,8.0,8.0,8.0,4.0,37.0,37.0,49.0,49.0,29.299999999999955,29.175000000000047,28.957142857142752,28.05714285714286
2019-04-02,602,Loveland Basin,29.0,39.0,22.0,20.7,0.1,0.2,0.0,72,29.9,200.0,41.40000000000015,82.80000000000015,144.6,285.2000000000001,11.0,8.0,8.0,6.0,39.0,39.0,49.0,49.0,29.799999999999955,29.25000000000005,29.228571428571325,28.30714285714286
2019-04-03,602,Loveland Basin,29.0,38.0,24.0,20.8,0.1,0.1,0.1,73,29.7,0.0,41.50000000000015,82.90000000000015,144.8,286.10000000000014,22.0,8.0,8.0,8.0,39.0,39.0,48.0,49.0,29.799999999999955,29.55000000000005,29.35714285714275,28.514285714285716
2019-04-04,602,Loveland Basin,32.0,46.0,24.0,20.9,0.0,0.0,0.2,73,29.7,,41.700000000000145,83.10000000000014,145.10000000000002,287.10000000000014,24.0,11.0,8.0,8.0,46.0,46.0,46.0,49.0,29.699999999999953,29.750000000000053,29.428571428571324,28.692857142857147
2019-04-05,602,Loveland Basin,35.0,49.0,26.0,20.9,0.0,0.0,0.2,71,30.6,,41.80000000000014,83.30000000000013,145.40000000000003,288.10000000000014,24.0,22.0,8.0,8.0,49.0,49.0,49.0,49.0,30.149999999999956,29.97500000000005,29.571428571428466,28.900000000000006
2019-04-06,602,Loveland Basin,31.0,43.0,22.0,20.9,0.1,0.3,0.2,70,31.0,300.0,41.80000000000014,83.50000000000011,145.60000000000002,289.0000000000001,22.0,22.0,8.0,8.0,49.0,49.0,49.0,49.0,30.799999999999955,30.25000000000005,29.928571428571324,29.164285714285718
2019-04-07,602,Loveland Basin,32.0,47.0,18.0,21.0,0.0,0.1,0.3,71,31.0,,41.90000000000014,83.70000000000012,145.90000000000003,289.9000000000001,18.0,18.0,11.0,8.0,47.0,49.0,49.0,49.0,30.999999999999954,30.57500000000005,30.22857142857132,29.421428571428578
2019-04-08,602,Loveland Basin,37.0,50.0,28.0,21.0,0.0,0.0,0.3,69,32.0,,42.00000000000014,83.80000000000013,146.20000000000005,290.7000000000001,18.0,18.0,18.0,8.0,50.0,50.0,50.0,50.0,31.499999999999954,31.15000000000005,30.557142857142754,29.757142857142863
2019-04-09,602,Loveland Basin,41.0,54.0,30.0,21.0,0.0,0.0,0.3,68,32.5,,42.00000000000014,83.90000000000012,146.50000000000006,291.1000000000001,28.0,18.0,18.0,8.0,54.0,54.0,54.0,54.0,32.24999999999996,31.62500000000005,30.928571428571324,30.078571428571433
2019-04-10,602,Loveland Basin,24.0,35.0,10.0,21.0,0.5,0.6,0.3,68,32.5,120.0,42.00000000000014,84.00000000000011,146.70000000000005,291.50000000000006,10.0,10.0,10.0,8.0,54.0,54.0,54.0,54.0,32.49999999999996,32.00000000000005,31.328571428571326,30.34285714285715
2019-04-11,602,Loveland Basin,12.0,20.0,7.0,21.5,0.2,0.4,0.8,75,30.3,200.0,42.50000000000014,84.50000000000011,147.30000000000004,292.40000000000003,7.0,7.0,7.0,7.0,35.0,54.0,54.0,54.0,31.399999999999956,31.82500000000005,31.414285714285615,30.421428571428578
2019-04-12,602,Loveland Basin,17.0,33.0,9.0,21.7,0.1,0.1,1.0,76,30.4,0.0,43.200000000000145,85.20000000000012,148.10000000000002,293.5,7.0,7.0,7.0,7.0,33.0,54.0,54.0,54.0,30.349999999999955,31.425000000000047,31.385714285714187,30.47857142857143
2019-04-13,602,Loveland Basin,19.0,32.0,8.0,21.8,0.1,0.2,1.1,75,30.8,200.0,43.50000000000014,86.00000000000011,149.00000000000003,294.6,8.0,7.0,7.0,7.0,33.0,35.0,54.0,54.0,30.599999999999955,31.000000000000046,31.357142857142758,30.642857142857146
2019-04-14,602,Loveland Basin,29.0,40.0,14.0,21.9,0.0,0.0,1.2,75,31.1,,43.700000000000145,86.90000000000012,149.90000000000003,295.8,8.0,7.0,7.0,7.0,40.0,40.0,54.0,54.0,30.949999999999957,30.65000000000005,31.371428571428474,30.800000000000008
2019-04-15,602,Loveland Basin,37.0,50.0,30.0,21.9,0.0,0.0,1.2,73,31.9,,43.80000000000014,87.30000000000013,150.80000000000004,297.0,14.0,8.0,7.0,7.0,50.0,50.0,54.0,54.0,31.499999999999957,31.050000000000047,31.357142857142758,30.957142857142863
2019-04-16,602,Loveland Basin,35.0,47.0,27.0,21.9,0.0,0.0,1.2,71,32.4,,43.80000000000014,87.50000000000011,151.70000000000005,298.2,27.0,8.0,7.0,7.0,50.0,50.0,50.0,54.0,32.149999999999956,31.550000000000047,31.342857142857046,31.135714285714293
2019-04-17,602,Loveland Basin,31.0,42.0,24.0,21.9,0.1,0.2,1.2,70,32.9,200.0,43.80000000000014,87.60000000000011,152.60000000000005,299.29999999999995,24.0,14.0,7.0,7.0,47.0,50.0,50.0,54.0,32.649999999999956,32.075000000000045,31.399999999999903,31.36428571428572
2019-04-18,602,Loveland Basin,29.0,38.0,23.0,22.0,0.3,0.5,1.3,69,33.6,167.0,43.90000000000014,87.7000000000001,153.10000000000005,300.4,23.0,23.0,8.0,7.0,42.0,50.0,50.0,54.0,33.24999999999996,32.700000000000045,31.871428571428474,31.64285714285715
2019-04-19,602,Loveland Basin,38.0,52.0,27.0,22.3,0.0,0.0,1.6,72,32.9,,44.30000000000014,88.1000000000001,153.70000000000007,301.8,23.0,23.0,8.0,7.0,52.0,52.0,52.0,54.0,33.24999999999996,32.950000000000045,32.22857142857133,31.80714285714286
2019-04-20,602,Loveland Basin,39.0,56.0,29.0,22.3,0.0,0.1,1.6,69,34.3,,44.600000000000136,88.5000000000001,154.20000000000007,303.20000000000005,27.0,23.0,14.0,7.0,56.0,56.0,56.0,56.0,33.59999999999995,33.42500000000004,32.72857142857133,32.04285714285715
2019-04-21,602,Loveland Basin,33.0,45.0,23.0,22.3,0.2,0.2,1.6,68,35.0,100.0,44.600000000000136,88.9000000000001,154.60000000000008,304.50000000000006,23.0,23.0,23.0,7.0,56.0,56.0,56.0,56.0,34.64999999999995,33.95000000000004,33.285714285714185,32.328571428571436
2019-04-22,602,Loveland Basin,31.0,49.0,21.0,22.5,0.1,0.3,1.8,70,34.3,300.0,44.80000000000014,89.4000000000001,155.20000000000007,306.00000000000006,21.0,21.0,21.0,7.0,49.0,56.0,56.0,56.0,34.64999999999995,34.12500000000004,33.62857142857133,32.49285714285715
2019-04-23,602,Loveland Basin,35.0,53.0,23.0,22.6,0.0,0.0,1.9,69,35.2,,45.100000000000136,89.7000000000001,155.90000000000006,307.6000000000001,21.0,21.0,21.0,7.0,53.0,56.0,56.0,56.0,34.74999999999995,34.700000000000045,34.02857142857133,32.68571428571429
2019-04-24,602,Loveland Basin,36.0,48.0,27.0,22.6,0.0,0.0,1.9,68,35.4,,45.20000000000014,90.00000000000011,156.60000000000005,309.2000000000001,23.0,21.0,21.0,7.0,53.0,53.0,56.0,56.0,35.299999999999955,34.975000000000044,34.38571428571419,32.892857142857146
2019-04-25,602,Loveland Basin,38.0,52.0,31.0,22.6,0.0,0.0,1.9,67,35.2,,45.20000000000014,90.30000000000013,157.20000000000005,310.3000000000001,27.0,21.0,21.0,8.0,52.0,53.0,56.0,56.0,35.299999999999955,35.02500000000005,34.61428571428562,33.24285714285715
2019-04-26,602,Loveland Basin,38.0,50.0,31.0,22.6,0.4,0.4,1.9,65,35.1,75.0,45.20000000000014,90.40000000000012,157.50000000000003,311.20000000000016,31.0,23.0,21.0,8.0,52.0,53.0,56.0,56.0,35.149999999999956,35.22500000000005,34.92857142857133,33.578571428571436
2019-04-27,602,Loveland Basin,36.0,45.0,27.0,23.0,0.0,0.2,2.3,70,33.0,,45.600000000000136,90.80000000000013,158.20000000000002,312.40000000000015,27.0,27.0,21.0,14.0,50.0,52.0,53.0,56.0,34.049999999999955,34.675000000000054,34.74285714285704,33.73571428571429
2019-04-28,602,Loveland Basin,34.0,42.0,28.0,23.0,0.6,0.6,2.3,70,33.3,100.0,46.000000000000135,91.20000000000013,158.9,313.50000000000017,27.0,27.0,21.0,21.0,45.0,52.0,53.0,56.0,33.14999999999995,34.15000000000005,34.4999999999999,33.892857142857146
2019-04-29,602,Loveland Basin,31.0,40.0,24.0,23.6,0.8,0.9,2.9,71,33.7,112.0,46.600000000000136,92.20000000000013,160.0,315.2000000000002,24.0,24.0,23.0,21.0,42.0,50.0,53.0,56.0,33.49999999999995,33.77500000000005,34.41428571428561,34.02142857142858
2019-04-30,602,Loveland Basin,31.0,45.0,26.0,24.4,0.2,0.2,3.7,76,32.6,100.0,48.000000000000135,94.00000000000014,161.8,317.7000000000002,24.0,24.0,24.0,21.0,45.0,45.0,52.0,56.0,33.14999999999995,33.15000000000005,34.042857142857045,34.03571428571429
2019-05-01,602,Loveland Basin,27.0,40.0,18.0,24.6,0.3,0.3,3.9,73,34.2,100.0,49.000000000000135,95.60000000000014,163.8,320.40000000000026,18.0,18.0,18.0,18.0,45.0,45.0,52.0,56.0,33.39999999999995,33.450000000000045,33.87142857142847,34.12857142857144
2019-05-02,602,Loveland Basin,28.0,43.0,18.0,24.9,0.0,0.0,0.3,73,34.7,,49.500000000000135,97.50000000000014,166.10000000000002,323.30000000000024,18.0,18.0,18.0,18.0,43.0,45.0,50.0,56.0,34.449999999999946,33.80000000000005,33.7999999999999,34.20714285714286
2019-05-03,602,Loveland Basin,32.0,47.0,22.0,24.9,0.0,0.0,0.3,72,35.1,,49.80000000000013,98.80000000000015,168.40000000000003,325.9000000000002,18.0,18.0,18.0,18.0,47.0,47.0,47.0,56.0,34.89999999999995,34.15000000000005,33.7999999999999,34.36428571428572
2019-05-04,602,Loveland Basin,34.0,48.0,22.0,24.9,0.0,0.0,0.3,69,36.7,,49.80000000000013,99.30000000000015,170.30000000000004,328.50000000000017,22.0,18.0,18.0,18.0,48.0,48.0,48.0,53.0,35.89999999999995,35.175000000000054,34.32857142857132,34.53571428571429
2019-05-05,602,Loveland Basin,37.0,51.0,29.0,24.9,0.0,0.0,0.3,67,37.6,,49.80000000000013,99.60000000000016,172.20000000000005,331.10000000000014,22.0,18.0,18.0,18.0,51.0,51.0,51.0,53.0,37.14999999999995,36.025000000000055,34.94285714285704,34.72142857142858
2019-05-06,602,Loveland Basin,38.0,53.0,27.0,24.9,0.0,0.0,0.3,66,37.9,,49.80000000000013,99.60000000000016,173.50000000000006,333.5000000000001,27.0,22.0,18.0,18.0,53.0,53.0,53.0,53.0,37.74999999999994,36.82500000000005,35.54285714285704,34.978571428571435
2019-05-07,602,Loveland Basin,36.0,49.0,29.0,24.9,0.1,0.1,0.3,65,38.2,0.0,49.80000000000013,99.60000000000016,174.00000000000006,335.80000000000007,27.0,22.0,18.0,18.0,53.0,53.0,53.0,53.0,38.04999999999994,37.60000000000005,36.342857142857035,35.19285714285715
2019-05-08,602,Loveland Basin,28.0,45.0,19.0,25.0,0.2,0.2,0.4,64,38.8,50.0,49.900000000000134,99.70000000000016,174.40000000000006,338.20000000000005,19.0,19.0,18.0,18.0,49.0,53.0,53.0,53.0,38.49999999999994,38.12500000000005,36.99999999999989,35.4357142857143
2019-05-09,602,Loveland Basin,21.0,30.0,13.0,25.2,0.3,0.3,0.6,66,37.7,33.0,50.20000000000013,100.00000000000016,174.70000000000005,340.8,13.0,13.0,13.0,13.0,45.0,53.0,53.0,53.0,38.24999999999994,38.15000000000005,37.428571428571324,35.61428571428572
2019-05-10,602,Loveland Basin,29.0,42.0,18.0,25.5,0.1,0.1,0.9,69,36.2,100.0,50.70000000000013,100.60000000000016,175.30000000000004,343.7,13.0,13.0,13.0,13.0,42.0,49.0,53.0,53.0,36.949999999999946,37.72500000000005,37.58571428571418,35.69285714285715
2019-05-11,602,Loveland Basin,31.0,42.0,19.0,25.6,0.0,0.0,1.0,66,38.0,,51.100000000000136,101.30000000000015,176.00000000000003,346.3,18.0,13.0,13.0,13.0,42.0,45.0,53.0,53.0,37.099999999999945,37.675000000000054,37.77142857142847,36.050000000000004
2019-05-12,602,Loveland Basin,36.0,50.0,25.0,25.6,0.0,0.0,1.0,65,38.6,,51.20000000000014,101.90000000000015,176.70000000000002,348.90000000000003,19.0,13.0,13.0,13.0,50.0,50.0,53.0,53.0,38.29999999999994,37.62500000000006,37.91428571428561,36.42857142857144
2019-05-13,602,Loveland Basin,40.0,53.0,32.0,25.6,0.0,0.0,1.0,63,39.7,,51.20000000000014,102.30000000000015,177.4,350.90000000000003,25.0,18.0,13.0,13.0,53.0,53.0,53.0,53.0,39.14999999999994,38.12500000000006,38.17142857142847,36.85714285714287
2019-05-14,602,Loveland Basin,42.0,57.0,32.0,25.6,0.0,0.0,1.0,61,41.0,,51.20000000000014,102.40000000000015,178.1,352.1000000000001,32.0,19.0,13.0,13.0,57.0,57.0,57.0,57.0,40.34999999999994,39.32500000000006,38.57142857142848,37.45714285714286
2019-05-15,602,Loveland Basin,45.0,58.0,35.0,25.6,0.0,0.0,1.0,59,41.5,,51.20000000000014,102.40000000000015,178.7,353.1000000000001,32.0,25.0,13.0,13.0,58.0,58.0,58.0,58.0,41.249999999999936,40.20000000000006,38.957142857142756,37.978571428571435
2019-05-16,602,Loveland Basin,45.0,56.0,37.0,25.6,0.0,0.0,1.0,57,41.9,,51.20000000000014,102.40000000000015,179.1,353.8000000000001,35.0,32.0,18.0,13.0,58.0,58.0,58.0,58.0,41.69999999999993,41.02500000000006,39.55714285714276,38.49285714285715
2019-05-17,602,Loveland Basin,34.0,47.0,20.0,25.6,0.1,0.1,1.0,56,42.0,0.0,51.20000000000014,102.40000000000015,179.2,354.50000000000017,20.0,20.0,19.0,13.0,56.0,58.0,58.0,58.0,41.94999999999993,41.600000000000065,40.38571428571419,38.98571428571429
2019-05-18,602,Loveland Basin,26.0,34.0,20.0,25.7,0.2,0.2,1.1,57,41.1,0.0,51.30000000000014,102.50000000000016,179.29999999999998,355.3000000000002,20.0,20.0,20.0,13.0,47.0,58.0,58.0,58.0,41.54999999999993,41.625000000000064,40.82857142857133,39.300000000000004
2019-05-19,602,Loveland Basin,32.0,43.0,20.0,25.9,0.0,0.0,1.3,57,41.1,,51.600000000000136,102.80000000000015,179.6,356.3000000000002,20.0,20.0,20.0,13.0,43.0,56.0,58.0,58.0,41.09999999999994,41.52500000000006,41.18571428571419,39.550000000000004
2019-05-20,602,Loveland Basin,29.0,37.0,22.0,25.9,0.5,0.6,1.3,57,41.1,120.0,51.80000000000014,103.10000000000016,179.9,357.3000000000002,20.0,20.0,20.0,13.0,43.0,47.0,58.0,58.0,41.09999999999994,41.32500000000006,41.385714285714194,39.77857142857143
2019-05-21,602,Loveland Basin,28.0,38.0,21.0,26.4,0.4,0.4,1.8,63,38.1,75.0,52.30000000000014,103.90000000000018,180.70000000000002,358.8000000000002,21.0,20.0,20.0,13.0,38.0,43.0,58.0,58.0,39.59999999999994,40.35000000000006,40.97142857142848,39.77142857142858
2019-05-22,602,Loveland Basin,30.0,45.0,23.0,26.8,0.2,0.2,2.2,61,39.8,50.0,53.200000000000145,105.00000000000017,181.90000000000003,360.6000000000002,21.0,20.0,20.0,13.0,45.0,45.0,56.0,58.0,38.94999999999993,40.02500000000006,40.72857142857134,39.84285714285715
2019-05-23,602,Loveland Basin,30.0,40.0,22.0,27.0,0.3,0.4,2.4,59,41.4,133.0,53.800000000000146,106.10000000000016,183.30000000000004,362.4000000000002,22.0,21.0,20.0,18.0,45.0,45.0,47.0,58.0,40.59999999999993,40.100000000000065,40.65714285714277,40.107142857142854
2019-05-24,602,Loveland Basin,32.0,45.0,21.0,27.3,0.0,0.0,2.7,62,40.0,,54.300000000000146,107.50000000000016,185.00000000000006,364.2000000000002,21.0,21.0,20.0,19.0,45.0,45.0,45.0,58.0,40.69999999999993,39.82500000000007,40.37142857142849,40.378571428571426
