Date,Station Id,Station Name,Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Accumulation (in) Start of Day Values,Precipitation Increment (in),Precipitation Increment - Snow-adj (in),Precipitation Month-to-date (in) Start of Day Values,Snow Depth (in) Start of Day Values,Snow Density (pct) Start of Day Values,Snow Rain Ratio (unitless),Wind Direction Average (degree),Wind Speed Average (mph),Wind Speed Maximum (mph)
2012-10-11,538,Idarado,45,62,32,0.0,0.10,0.10,0.00,0,,0.0,,,
2012-10-12,538,Idarado,39,46,30,0.1,0.40,0.40,0.10,0,,0.0,,,
2012-10-13,538,Idarado,34,39,30,0.5,0.00,0.00,0.50,0,,,,,
2012-10-14,538,Idarado,38,54,31,0.5,0.00,0.00,0.50,0,,,,,
2012-10-15,538,Idarado,41,58,29,0.5,0.00,0.00,0.50,0,,,,,
2012-10-16,538,Idarado,44,60,29,0.5,0.00,0.00,0.50,0,,,,,
2012-10-17,538,Idarado,39,52,26,0.5,0.00,0.00,0.50,0,,,,,
2012-10-18,538,Idarado,35,54,25,0.5,0.00,0.00,0.50,0,,,,,
2012-10-19,538,Idarado,39,61,28,0.5,0.00,0.00,0.50,0,,,,,
2012-10-20,538,Idarado,42,62,29,0.5,0.00,0.00,0.50,0,,,,,
2012-10-21,538,Idarado,42,57,32,0.5,0.00,0.00,0.50,0,,,,,
2012-10-22,538,Idarado,43,55,33,0.5,0.10,0.10,0.50,0,,0.0,,,
2012-10-23,538,Idarado,45,53,37,0.6,0.00,0.00,0.60,0,,,,,
2012-10-24,538,Idarado,36,51,22,0.6,0.10,0.10,0.60,0,,0.0,,,
2012-10-25,538,Idarado,24,37,14,0.7,0.20,0.20,0.70,0,,0.0,,,
2012-10-26,538,Idarado,22,38,9,0.9,0.00,0.00,0.90,0,,,,,
2012-10-27,538,Idarado,29,44,19,0.9,0.00,0.00,0.90,0,,,,,
2012-10-28,538,Idarado,34,52,23,0.9,0.00,0.00,0.90,0,,,,,
2012-10-29,538,Idarado,36,54,28,0.9,0.00,0.00,0.90,0,,,,,
2012-10-30,538,Idarado,36,54,27,0.9,0.00,0.00,0.90,0,,,,,
2012-10-31,538,Idarado,37,55,27,0.9,0.00,0.00,0.90,0,,,,,
2012-11-01,538,Idarado,40,56,32,0.9,0.00,0.00,0.90,0,,,,,
2012-11-02,538,Idarado,37,50,28,0.9,0.00,0.00,0.00,0,,,,,
2012-11-03,538,Idarado,34,50,26,0.9,0.00,0.00,0.00,0,,,,,
2012-11-04,538,Idarado,34,50,24,0.9,0.00,0.00,0.00,0,,,,,
2012-11-05,538,Idarado,35,53,26,0.9,0.00,0.00,0.00,0,,,,,
2012-11-06,538,Idarado,36,55,27,0.9,0.00,0.00,0.00,0,,,,,
2012-11-07,538,Idarado,39,57,29,0.9,0.00,0.00,0.00,0,,,,,
2012-11-08,538,Idarado,40,51,28,0.9,0.10,0.10,0.00,0,,100.0,,,
2012-11-09,538,Idarado,35,40,31,1.0,0.60,0.60,0.10,1,,83.0,,,
2012-11-10,538,Idarado,22,33,7,1.6,0.30,0.30,0.70,4,,100.0,,,
2012-11-11,538,Idarado,9,15,-4,1.9,0.10,0.20,1.00,7,,200.0,,,
2012-11-12,538,Idarado,16,35,-4,2.0,0.20,0.20,1.10,8,13.8,0.0,,,
2012-11-13,538,Idarado,22,37,14,2.2,0.00,0.00,1.30,7,15.7,,,,
2012-11-14,538,Idarado,26,44,17,2.2,0.00,0.00,1.30,6,18.3,,,,
2012-11-15,538,Idarado,26,43,17,2.2,0.00,0.00,1.30,6,18.3,,,,
2012-11-16,538,Idarado,35,45,25,2.2,0.00,0.00,1.30,6,18.3,,,,
2012-11-17,538,Idarado,35,48,29,2.2,0.00,0.00,1.30,5,22.0,,,,
2012-11-18,538,Idarado,33,45,23,2.2,0.00,0.00,1.30,5,22.0,,,,
2012-11-19,538,Idarado,29,45,20,2.2,0.00,0.00,1.30,5,22.0,,,,
2012-11-20,538,Idarado,32,49,22,2.2,0.00,0.00,1.30,5,22.0,,,,
2012-11-21,538,Idarado,35,52,26,2.2,0.00,0.00,1.30,5,22.0,,,,
2012-11-22,538,Idarado,31,47,22,2.2,0.00,0.00,1.30,5,22.0,,,,
2012-11-23,538,Idarado,29,47,21,2.2,0.00,0.00,1.30,5,22.0,,,,
2012-11-24,538,Idarado,29,49,21,2.2,0.00,0.00,1.30,5,22.0,,,,
2012-11-25,538,Idarado,30,48,21,2.2,0.00,0.00,1.30,5,22.0,,,,
2012-11-26,538,Idarado,26,44,16,2.2,0.00,0.00,1.30,5,22.0,,,,
2012-11-27,538,Idarado,27,47,16,2.2,0.00,0.00,1.30,5,22.0,,,,
2012-11-28,538,Idarado,32,47,23,2.2,0.00,0.00,1.30,5,20.0,,,,
2012-11-29,538,Idarado,32,48,24,2.2,0.00,0.00,1.30,4,25.0,,,,
2012-11-30,538,Idarado,37,50,24,2.2,0.00,0.00,1.30,4,25.0,,,,
2012-12-01,538,Idarado,35,49,28,2.2,0.00,0.00,1.30,4,25.0,,,,
2012-12-02,538,Idarado,35,47,26,2.2,0.00,0.00,0.00,4,25.0,,,,
2012-12-03,538,Idarado,32,41,22,2.2,0.00,0.10,0.00,4,25.0,,,,
2012-12-04,538,Idarado,28,44,16,2.2,0.00,0.00,0.00,5,22.0,,,,
2012-12-05,538,Idarado,37,51,26,2.2,0.10,0.10,0.00,5,22.0,0.0,,,
2012-12-06,538,Idarado,32,38,25,2.3,0.00,0.10,0.10,5,22.0,,,,
2012-12-07,538,Idarado,27,37,18,2.3,0.00,0.00,0.10,7,17.1,,,,
2012-12-08,538,Idarado,29,39,18,2.3,0.10,0.10,0.10,6,20.0,0.0,,,
2012-12-09,538,Idarado,9,30,-8,2.4,0.10,0.30,0.20,6,20.0,300.0,,,
2012-12-10,538,Idarado,13,24,-8,2.5,0.30,0.30,0.30,9,16.7,0.0,,,
2012-12-11,538,Idarado,17,27,10,2.8,0.00,0.10,0.60,9,16.7,,,,
2012-12-12,538,Idarado,25,33,11,2.8,0.00,0.00,0.60,9,17.8,,,,
2012-12-13,538,Idarado,27,39,19,2.8,0.00,0.00,0.60,9,17.8,,,,
2012-12-14,538,Idarado,28,33,22,2.8,0.20,0.20,0.60,8,20.0,100.0,,,
2012-12-15,538,Idarado,22,28,19,3.0,0.10,0.10,0.80,11,16.4,100.0,,,
2012-12-16,538,Idarado,15,25,6,3.1,0.00,0.00,0.90,12,15.8,,,,
2012-12-17,538,Idarado,27,36,18,3.1,0.10,0.10,0.90,12,15.8,0.0,,,
2012-12-18,538,Idarado,26,32,17,3.2,0.10,0.10,1.00,11,17.3,100.0,,,
2012-12-19,538,Idarado,9,26,-11,3.3,0.20,0.30,1.10,11,18.2,150.0,,,
2012-12-20,538,Idarado,11,29,-8,3.5,0.10,0.10,1.30,16,14.4,100.0,,,
2012-12-21,538,Idarado,20,38,8,3.6,0.00,0.00,1.40,14,17.1,,,,
2012-12-22,538,Idarado,24,41,12,3.6,0.10,0.10,1.40,13,18.5,0.0,,,
2012-12-23,538,Idarado,28,36,22,3.7,0.10,0.10,1.50,13,18.5,0.0,,,
2012-12-24,538,Idarado,24,30,17,3.8,0.20,0.30,1.60,13,18.5,150.0,,,
2012-12-25,538,Idarado,14,27,7,4.0,0.00,0.00,1.80,17,15.9,,,,
2012-12-26,538,Idarado,21,32,12,4.0,0.10,0.10,1.80,17,15.9,0.0,,,
2012-12-27,538,Idarado,14,22,8,4.1,0.10,0.30,1.90,16,16.9,300.0,,,
2012-12-28,538,Idarado,6,18,-6,4.2,0.00,0.00,2.00,19,15.8,,,,
2012-12-29,538,Idarado,16,35,-3,4.2,0.10,0.10,2.00,19,15.8,100.0,,,
2012-12-30,538,Idarado,19,29,7,4.3,0.10,0.10,2.10,18,17.2,0.0,,,
2012-12-31,538,Idarado,12,23,-4,4.4,0.00,0.10,2.20,17,18.2,,,,
2013-01-01,538,Idarado,1,17,-7,4.4,0.00,0.00,2.20,19,16.8,,,,
2013-01-02,538,Idarado,3,23,-7,4.4,0.00,0.00,0.00,18,17.8,,,,
2013-01-03,538,Idarado,4,22,-7,4.4,0.00,0.00,0.00,18,17.8,,,,
2013-01-04,538,Idarado,12,31,3,4.4,0.10,0.10,0.00,18,17.8,0.0,,,
2013-01-05,538,Idarado,17,37,5,4.5,0.00,0.00,0.10,18,17.8,,,,
2013-01-06,538,Idarado,26,42,16,4.5,0.00,0.00,0.10,18,17.8,,,,
2013-01-07,538,Idarado,23,42,12,4.5,0.00,0.00,0.10,17,18.8,,,,
2013-01-08,538,Idarado,19,37,10,4.5,0.00,0.00,0.10,17,18.8,,,,
2013-01-09,538,Idarado,27,45,15,4.5,0.10,0.10,0.10,17,18.8,100.0,,,
2013-01-10,538,Idarado,28,41,20,4.6,0.30,0.30,0.20,17,19.4,67.0,,,
2013-01-11,538,Idarado,9,23,-10,4.9,0.00,0.30,0.50,20,17.5,,,,
2013-01-12,538,Idarado,-6,14,-17,4.9,0.00,0.10,0.50,24,15.8,,,,
2013-01-13,538,Idarado,-2,10,-14,4.9,0.10,0.10,0.50,23,17.0,100.0,,,
2013-01-14,538,Idarado,-6,6,-19,5.0,0.10,0.10,0.60,22,18.2,0.0,,,
2013-01-15,538,Idarado,0,17,-21,5.1,0.00,0.00,0.70,22,18.2,,,,
2013-01-16,538,Idarado,17,33,4,5.1,0.10,0.10,0.70,21,19.0,0.0,,,
2013-01-17,538,Idarado,22,35,15,5.2,0.00,0.00,0.80,20,20.0,,,,
2013-01-18,538,Idarado,19,36,10,5.2,0.00,0.00,0.80,20,20.0,,,,
2013-01-19,538,Idarado,19,36,9,5.2,0.00,0.00,0.80,20,20.0,,,,
2013-01-20,538,Idarado,18,36,9,5.2,0.00,0.00,0.80,20,20.0,,,,
2013-01-21,538,Idarado,22,42,11,5.2,0.00,0.00,0.80,20,20.0,,,,
2013-01-22,538,Idarado,25,45,16,5.2,0.00,0.00,0.80,20,20.0,,,,
2013-01-23,538,Idarado,30,48,17,5.2,0.20,0.20,0.80,20,20.0,0.0,,,
2013-01-24,538,Idarado,33,42,25,5.4,0.00,0.00,1.00,19,21.1,,,,
2013-01-25,538,Idarado,32,40,26,5.4,0.00,0.00,1.00,19,21.1,,,,
2013-01-26,538,Idarado,34,38,29,5.4,0.60,0.60,1.00,19,21.1,83.0,,,
2013-01-27,538,Idarado,32,43,27,6.0,0.10,0.20,1.60,22,20.5,200.0,,,
2013-01-28,538,Idarado,24,31,13,6.1,0.20,0.40,1.70,24,19.6,200.0,,,
2013-01-29,538,Idarado,10,15,8,6.3,0.00,0.10,1.90,29,17.6,,,,
2013-01-30,538,Idarado,15,20,6,6.3,0.50,0.50,1.90,29,17.9,60.0,,,
2013-01-31,538,Idarado,20,36,8,6.8,0.00,0.00,2.40,29,19.0,,,,
2013-02-01,538,Idarado,18,38,7,6.8,0.00,0.00,2.40,29,19.0,,,,
2013-02-02,538,Idarado,21,39,9,6.8,0.00,0.00,0.00,28,19.6,,,,
2013-02-03,538,Idarado,26,41,15,6.8,0.00,0.00,0.00,28,19.6,,,,
2013-02-04,538,Idarado,21,40,11,6.8,0.00,0.00,0.00,27,20.4,,,,
2013-02-05,538,Idarado,25,45,12,6.8,0.10,0.10,0.00,27,20.4,0.0,,,
2013-02-06,538,Idarado,26,39,16,6.9,0.10,0.10,0.10,27,20.4,100.0,,,
2013-02-07,538,Idarado,21,40,7,7.0,0.00,0.00,0.20,27,20.7,,,,
2013-02-08,538,Idarado,28,34,18,7.0,0.10,0.10,0.20,27,20.7,100.0,,,
2013-02-09,538,Idarado,19,26,11,7.1,0.50,0.50,0.30,29,19.7,100.0,,,
2013-02-10,538,Idarado,14,26,4,7.6,0.10,0.20,0.80,34,18.2,200.0,,,
2013-02-11,538,Idarado,13,24,-4,7.7,0.00,0.00,0.90,34,18.8,,,,
2013-02-12,538,Idarado,7,28,-6,7.7,0.10,0.10,0.90,34,18.8,100.0,,,
2013-02-13,538,Idarado,16,32,7,7.8,0.00,0.00,1.00,32,20.3,,,,
2013-02-14,538,Idarado,14,30,3,7.8,0.00,0.00,1.00,32,20.3,,,,
2013-02-15,538,Idarado,14,28,2,7.8,0.00,0.00,1.00,31,21.0,,,,
2013-02-16,538,Idarado,20,41,6,7.8,0.10,0.10,1.00,31,21.0,0.0,,,
2013-02-17,538,Idarado,27,43,11,7.9,0.20,0.20,1.10,31,21.0,100.0,,,
2013-02-18,538,Idarado,16,33,3,8.1,0.10,0.10,1.30,33,20.3,100.0,,,
2013-02-19,538,Idarado,23,38,6,8.2,0.10,0.10,1.40,34,20.0,0.0,,,
2013-02-20,538,Idarado,22,26,14,8.3,0.10,0.20,1.50,32,21.2,200.0,,,
2013-02-21,538,Idarado,18,27,6,8.4,0.30,0.30,1.60,34,20.6,100.0,,,
2013-02-22,538,Idarado,12,24,-3,8.7,0.00,0.10,1.90,37,19.7,,,,
2013-02-23,538,Idarado,16,35,-4,8.7,0.50,0.50,1.90,38,19.5,60.0,,,
2013-02-24,538,Idarado,9,21,-6,9.2,0.00,0.00,2.40,40,19.2,,,,
2013-02-25,538,Idarado,13,32,-5,9.2,0.00,0.00,2.40,38,20.3,,,,
2013-02-26,538,Idarado,13,18,4,9.2,0.50,0.50,2.40,38,20.3,100.0,,,
2013-02-27,538,Idarado,6,26,-9,9.7,0.00,0.00,2.90,42,19.5,,,,
2013-02-28,538,Idarado,13,32,-5,9.7,0.10,0.10,2.90,41,20.0,0.0,,,
2013-03-01,538,Idarado,24,38,15,9.8,0.00,0.00,3.00,39,21.0,,,,
2013-03-02,538,Idarado,29,50,14,9.8,0.10,0.10,0.00,38,21.6,0.0,,,
2013-03-03,538,Idarado,33,44,25,9.9,0.10,0.20,0.10,36,22.8,200.0,,,
2013-03-04,538,Idarado,26,38,6,10.0,0.40,0.50,0.20,37,22.7,125.0,,,
2013-03-05,538,Idarado,23,47,6,10.4,0.20,0.20,0.60,43,20.7,0.0,,,
2013-03-06,538,Idarado,33,48,20,10.6,0.00,0.00,0.80,41,21.7,,,,
2013-03-07,538,Idarado,35,49,27,10.6,0.00,0.00,0.80,38,23.4,,,,
2013-03-08,538,Idarado,30,40,21,10.6,0.10,0.20,0.80,37,24.1,200.0,,,
2013-03-09,538,Idarado,23,28,19,10.7,0.30,0.30,0.90,39,23.3,67.0,,,
2013-03-10,538,Idarado,19,33,10,11.0,0.00,0.00,1.20,40,23.2,,,,
2013-03-11,538,Idarado,24,42,10,11.0,0.00,0.00,1.20,40,23.2,,,,
2013-03-12,538,Idarado,30,46,19,11.0,0.10,0.10,1.20,39,23.8,0.0,,,
2013-03-13,538,Idarado,31,48,17,11.1,0.00,0.00,1.30,37,25.1,,,,
2013-03-14,538,Idarado,35,54,21,11.1,0.00,0.00,1.30,36,25.8,,,,
2013-03-15,538,Idarado,40,56,27,11.1,0.00,0.00,1.30,35,26.6,,,,
2013-03-16,538,Idarado,33,42,25,11.1,0.00,0.00,1.30,34,27.4,,,,
2013-03-17,538,Idarado,33,44,23,11.1,0.00,0.00,1.30,34,27.4,,,,
2013-03-18,538,Idarado,30,39,25,11.1,0.00,0.00,1.30,34,27.4,,,,
2013-03-19,538,Idarado,30,41,19,11.1,0.00,0.00,1.30,34,27.4,,,,
2013-03-20,538,Idarado,31,44,18,11.1,0.30,0.30,1.30,34,27.4,33.0,,,
2013-03-21,538,Idarado,29,41,12,11.4,0.00,0.30,1.60,34,27.6,,,,
2013-03-22,538,Idarado,26,42,10,11.4,0.10,0.10,1.60,39,24.9,0.0,,,
2013-03-23,538,Idarado,10,15,-5,11.5,0.30,0.30,1.70,39,24.9,100.0,,,
2013-03-24,538,Idarado,10,27,-6,11.8,0.10,0.10,2.00,40,25.0,0.0,,,
2013-03-25,538,Idarado,17,36,-4,11.9,0.10,0.10,2.10,39,25.6,100.0,,,
2013-03-26,538,Idarado,34,46,22,12.0,0.10,0.10,2.20,38,26.6,0.0,,,
2013-03-27,538,Idarado,37,50,28,12.1,0.00,0.00,2.30,37,27.3,,,,
2013-03-28,538,Idarado,38,53,29,12.1,0.00,0.00,2.30,36,28.1,,,,
2013-03-29,538,Idarado,38,50,29,12.1,0.00,0.00,2.30,34,28.5,,,,
2013-03-30,538,Idarado,36,51,28,12.1,0.00,0.00,2.30,33,28.8,,,,
2013-03-31,538,Idarado,36,53,24,12.1,0.00,0.00,2.30,32,29.7,,,,
2013-04-01,538,Idarado,38,51,28,12.1,0.00,0.00,2.30,31,30.0,,,,
2013-04-02,538,Idarado,32,43,26,12.1,0.00,0.00,0.00,30,30.3,,,,
2013-04-03,538,Idarado,33,46,24,12.1,0.00,0.00,0.00,30,30.3,,,,
2013-04-04,538,Idarado,37,54,23,12.1,0.10,0.10,0.00,29,31.0,0.0,,,
2013-04-05,538,Idarado,40,51,29,12.2,0.00,0.00,0.10,27,32.2,,,,
2013-04-06,538,Idarado,38,51,26,12.2,0.00,0.00,0.10,26,33.1,,,,
2013-04-07,538,Idarado,38,49,29,12.2,0.00,0.00,0.10,26,31.9,,,,
2013-04-08,538,Idarado,34,40,28,12.2,0.40,0.40,0.10,25,32.8,100.0,,,
2013-04-09,538,Idarado,24,33,11,12.6,0.40,0.50,0.50,28,30.7,125.0,,,
2013-04-10,538,Idarado,18,31,9,13.0,0.00,0.10,0.90,32,28.4,,,,
2013-04-11,538,Idarado,29,37,15,13.0,0.20,0.20,0.90,29,31.7,50.0,,,
2013-04-12,538,Idarado,31,47,17,13.2,0.00,0.00,1.10,29,32.1,,,,
2013-04-13,538,Idarado,37,48,21,13.2,0.10,0.10,1.10,28,33.2,0.0,,,
2013-04-14,538,Idarado,,,,13.3,0.70,0.70,1.20,27,33.7,86.0,,,
2013-04-15,538,Idarado,38,51,30,14.0,0.00,0.00,1.90,28,34.6,,,,
2013-04-16,538,Idarado,41,52,31,14.0,0.00,0.00,1.90,28,34.3,,,,
2013-04-17,538,Idarado,22,36,11,14.0,0.40,0.40,1.90,26,35.4,100.0,,,
2013-04-18,538,Idarado,13,22,3,14.4,0.00,0.00,2.30,32,30.0,,,,
2013-04-19,538,Idarado,25,42,4,14.4,0.30,0.30,2.30,31,31.0,0.0,,,
2013-04-20,538,Idarado,31,40,24,14.7,0.20,0.30,2.60,28,34.3,150.0,,,
2013-04-21,538,Idarado,34,50,18,14.9,0.20,0.20,2.80,30,33.0,0.0,,,
2013-04-22,538,Idarado,40,52,30,15.1,0.00,0.00,3.00,26,37.7,,,,
2013-04-23,538,Idarado,25,31,15,15.1,0.00,0.00,3.00,26,36.2,,,,
2013-04-24,538,Idarado,32,45,18,15.1,0.10,0.10,3.00,26,36.2,0.0,,,
2013-04-25,538,Idarado,40,52,30,15.2,0.00,0.00,3.10,26,35.4,,,,
2013-04-26,538,Idarado,37,51,26,15.2,0.00,0.00,3.10,25,35.2,,,,
2013-04-27,538,Idarado,38,53,27,15.2,0.00,0.00,3.10,22,38.2,,,,
2013-04-28,538,Idarado,42,58,28,15.2,0.00,0.00,3.10,19,38.4,,,,
2013-04-29,538,Idarado,44,62,31,15.2,0.00,0.00,3.10,16,36.9,,,,
2013-04-30,538,Idarado,48,59,32,15.2,0.00,0.00,3.10,13,36.2,,,,
2013-05-01,538,Idarado,35,46,24,15.2,0.00,0.00,3.10,10,39.0,,,,
2013-05-02,538,Idarado,30,44,18,15.2,0.00,0.00,0.00,7,41.4,,,,
2013-05-03,538,Idarado,37,55,20,15.2,0.00,0.00,0.00,4,47.5,,,,
2013-05-04,538,Idarado,40,55,27,15.2,0.00,0.00,0.00,2,,,,,
2013-05-05,538,Idarado,41,52,32,15.2,0.00,0.00,0.00,1,,,,,
2013-05-06,538,Idarado,38,45,33,15.2,0.10,0.10,0.00,0,,0.0,,,
2013-05-07,538,Idarado,37,48,31,15.3,0.00,0.00,0.10,0,,,,,
2013-05-08,538,Idarado,35,45,30,15.3,0.30,0.30,0.10,0,,0.0,,,
2013-05-09,538,Idarado,37,48,30,15.6,0.00,0.00,0.40,0,,,,,
2013-05-10,538,Idarado,37,51,28,15.6,0.00,0.00,0.40,0,,,,,
2013-05-11,538,Idarado,40,56,29,15.6,0.00,0.00,0.40,0,,,,,
2013-05-12,538,Idarado,45,60,33,15.6,0.00,0.00,0.40,0,,,,,
2013-05-13,538,Idarado,46,67,33,15.6,0.00,0.00,0.40,0,,,,,
2013-05-14,538,Idarado,47,65,36,15.6,0.00,0.00,0.40,0,,,,,
2013-05-15,538,Idarado,47,62,36,15.6,0.00,0.00,0.40,0,,,,,
2013-05-16,538,Idarado,48,63,33,15.6,0.00,0.00,0.40,0,,,,,
2013-05-17,538,Idarado,48,62,33,15.6,0.00,0.00,0.40,0,,,,,
2013-05-18,538,Idarado,41,53,32,15.6,0.00,0.00,0.40,0,,,,,
2013-05-19,538,Idarado,35,48,28,15.6,0.10,0.10,0.40,0,,0.0,,,
2013-05-20,538,Idarado,37,51,27,15.7,0.20,0.20,0.50,0,,0.0,,,
2013-05-21,538,Idarado,43,57,30,15.9,0.00,0.00,0.70,0,,,,,
2013-05-22,538,Idarado,47,63,32,15.9,0.00,0.00,0.70,0,,,,,
2013-05-23,538,Idarado,51,67,34,15.9,0.00,0.00,0.70,0,,,,,
2013-05-24,538,Idarado,49,64,34,15.9,0.00,0.00,0.70,0,,,,,
2013-05-25,538,Idarado,49,65,33,15.9,0.00,0.00,0.70,0,,,,,
2013-05-26,538,Idarado,48,65,34,15.9,0.00,0.00,0.70,0,,,,,
2013-05-27,538,Idarado,47,64,33,15.9,0.00,0.00,0.70,0,,,,,
2013-05-28,538,Idarado,47,60,33,15.9,0.00,0.00,0.70,0,,,,,
2013-05-29,538,Idarado,40,52,33,15.9,0.00,0.00,0.70,0,,,,,
2013-05-30,538,Idarado,44,58,34,15.9,0.00,0.00,0.70,0,,,,,
2013-05-31,538,Idarado,43,56,30,15.9,0.00,0.00,0.70,0,,,,,
2013-06-01,538,Idarado,44,63,27,15.9,0.10,0.10,0.70,0,,0.0,,,
2013-06-02,538,Idarado,51,67,34,16.0,0.00,0.00,0.10,0,,,,,
2013-06-03,538,Idarado,52,64,39,16.0,0.00,0.00,0.10,0,,,,,
2013-06-04,538,Idarado,53,69,39,16.0,0.00,0.00,0.10,0,,,,,
2013-06-05,538,Idarado,52,68,38,16.0,0.00,0.00,0.10,0,,,,,
2013-06-06,538,Idarado,52,69,36,16.0,0.00,0.00,0.10,0,,,,,
2013-06-07,538,Idarado,52,68,39,16.0,0.00,0.00,0.10,0,,,,,
2013-06-08,538,Idarado,55,72,39,16.0,0.00,0.00,0.10,0,,,,,
2013-06-09,538,Idarado,57,76,39,16.0,0.00,0.00,0.10,0,,,,,
2013-06-10,538,Idarado,60,77,45,16.0,0.00,0.00,0.10,0,,,,,
2013-06-11,538,Idarado,57,72,42,16.0,0.00,0.00,0.10,0,,,,,
2013-06-12,538,Idarado,58,75,42,16.0,0.00,0.00,0.10,0,,,,,
2013-06-13,538,Idarado,58,74,43,16.0,0.00,0.00,0.10,0,,,,,
2013-06-14,538,Idarado,57,72,42,16.0,0.00,0.00,0.10,0,,,,,
2013-06-15,538,Idarado,52,69,38,16.0,0.00,0.00,0.10,0,,,,,
2013-06-16,538,Idarado,53,68,40,16.0,0.00,0.00,0.10,0,,,,,
2013-06-17,538,Idarado,52,67,39,16.0,0.00,0.00,0.10,0,,,,,
2013-06-18,538,Idarado,54,71,38,16.0,0.00,0.00,0.10,0,,,,,
2013-06-19,538,Idarado,58,72,38,16.0,0.00,0.00,0.10,0,,,,,
2013-06-20,538,Idarado,56,71,42,16.0,0.00,0.00,0.10,0,,,,,
2013-06-21,538,Idarado,56,71,41,16.0,0.00,0.00,0.10,0,,,,,
2013-06-22,538,Idarado,53,71,37,16.0,0.00,0.00,0.10,0,,,,,
2013-06-23,538,Idarado,53,70,38,16.0,0.00,0.00,0.10,0,,,,,
2013-06-24,538,Idarado,56,69,41,16.0,0.00,0.00,0.10,0,,,,,
2013-06-25,538,Idarado,55,73,39,16.0,0.00,0.00,0.10,0,,,,,
2013-06-26,538,Idarado,60,79,42,16.0,0.00,0.00,0.10,0,,,,,
2013-06-27,538,Idarado,60,80,45,16.0,0.00,0.00,0.10,0,,,,,
2013-06-28,538,Idarado,63,80,48,16.0,0.00,0.00,0.10,0,,,,,
2013-06-29,538,Idarado,60,75,47,16.0,0.00,0.00,0.10,0,,,,,
2013-06-30,538,Idarado,59,74,46,16.0,0.00,0.00,0.10,0,,,,,
2013-07-01,538,Idarado,59,76,44,16.0,0.00,0.00,0.10,0,,,,,
2013-07-02,538,Idarado,58,74,46,16.0,0.00,0.00,0.00,0,,,,,
2013-07-03,538,Idarado,58,75,43,16.0,0.00,0.00,0.00,0,,,,,
2013-07-04,538,Idarado,60,72,46,16.0,0.00,0.00,0.00,0,,,,,
2013-07-05,538,Idarado,59,71,49,16.0,0.00,0.00,0.00,0,,,,,
2013-07-06,538,Idarado,60,72,48,16.0,0.00,0.00,0.00,0,,,,,
2013-07-07,538,Idarado,58,72,48,16.0,0.00,0.00,0.00,0,,,,,
2013-07-08,538,Idarado,59,74,47,16.0,0.20,0.20,0.00,0,,0.0,,,
2013-07-09,538,Idarado,62,77,47,16.2,0.00,0.00,0.20,0,,,,,
2013-07-10,538,Idarado,61,75,50,16.2,0.00,0.00,0.20,0,,,,,
2013-07-11,538,Idarado,59,74,49,16.2,0.30,0.30,0.20,0,,0.0,,,
2013-07-12,538,Idarado,55,69,47,16.5,0.10,0.10,0.50,0,,0.0,,,
2013-07-13,538,Idarado,55,69,45,16.6,0.10,0.10,0.60,0,,0.0,,,
2013-07-14,538,Idarado,55,71,47,16.7,0.10,0.10,0.70,0,,0.0,,,
2013-07-15,538,Idarado,53,68,45,16.8,0.40,0.40,0.80,0,,0.0,,,
2013-07-16,538,Idarado,53,69,44,17.2,0.00,0.00,1.20,0,,,,,
2013-07-17,538,Idarado,55,71,48,17.2,0.90,0.90,1.20,0,,0.0,,,
2013-07-18,538,Idarado,54,67,47,18.1,0.00,0.00,2.10,0,,,,,
2013-07-19,538,Idarado,54,68,46,18.1,0.00,0.00,2.10,0,,,,,
2013-07-20,538,Idarado,58,74,45,18.1,0.00,0.00,2.10,0,,,,,
2013-07-21,538,Idarado,58,75,46,18.1,0.00,0.00,2.10,0,,,,,
2013-07-22,538,Idarado,58,76,45,18.1,0.00,0.00,2.10,0,,,,,
2013-07-23,538,Idarado,59,76,45,18.1,0.10,0.10,2.10,0,,0.0,,,
2013-07-24,538,Idarado,57,67,50,18.2,0.00,0.00,2.20,0,,,,,
2013-07-25,538,Idarado,56,71,46,18.2,0.10,0.10,2.20,0,,0.0,,,
2013-07-26,538,Idarado,58,74,46,18.3,0.00,0.00,2.30,0,,,,,
2013-07-27,538,Idarado,54,70,45,18.3,0.40,0.40,2.30,0,,0.0,,,
2013-07-28,538,Idarado,50,57,46,18.7,0.60,0.60,2.70,0,,0.0,,,
2013-07-29,538,Idarado,50,61,45,19.3,0.50,0.50,3.30,0,,0.0,,,
2013-07-30,538,Idarado,53,68,44,19.8,0.00,0.00,3.80,0,,,,,
2013-07-31,538,Idarado,55,72,42,19.8,0.00,0.00,3.80,0,,,,,
2013-08-01,538,Idarado,53,61,48,19.8,0.20,0.20,3.80,0,,0.0,,,
2013-08-02,538,Idarado,55,67,44,20.0,0.30,0.30,0.20,0,,0.0,,,
2013-08-03,538,Idarado,52,64,44,20.3,0.30,0.30,0.50,0,,0.0,,,
2013-08-04,538,Idarado,54,67,43,20.6,0.00,0.00,0.80,0,,,,,
2013-08-05,538,Idarado,55,68,47,20.6,0.00,0.00,0.80,0,,,,,
2013-08-06,538,Idarado,51,64,45,20.6,0.00,0.00,0.80,0,,,,,
2013-08-07,538,Idarado,48,55,44,20.6,0.60,0.60,0.80,0,,0.0,,,
